CAH	0000721371
CSL	0000790051
ASWRF	0001686954
DUK8	0001094093
CRS	0000017843
TAST1	0000017927
CASC.2	0000018061
CASY	0000726958
CTAM	0000018172
DOLE	0000018169
CAT	0000018230
CATO	0000018255
CVCO	0000278166
RFIL	0000740664
ABAT	0000745651
BBVA1	0001409775
CTNR	0000018605
CHG	0001061393
CNL	0001089819
AEP11	0000018734
CSTW	0000018783
CV	0000018808
CTL	0000018926
CRDN	0000018937
CYDI	0000019002
3089B	0000320431
CHRS.1	0000019353
MGLN	0000019411
CMD	0000019446
CKP	0000215419
CHE	0000019584
JPM	0000019617
CPK	0000019745
CLSN	0000749647
CVX	0000093410
CVR	0000019871
EAT	0000703351
CB.1	0000020171
CHD	0000313927
CHDN	0000020212
CHYR	0000020232
CBB	0000716133
CIN1	0000020290
CTAS	0000723254
CRBC	0000351077
CYN	0000201461
CLC	0000020740
IHRT	0001400891
CLF	0000764065
CLX	0000021076
CRV	0000728303
FMYR	0000049444
COKE	0000317540
KO	0000021344
CDE	0000215466
COHR	0000021510
COHU	0000021535
OMED	0001302573
CL	0000021665
CCOM	0000021828
CGP1	0000200155
CCF	0000830524
AEP8	0000022198
CMRO	0000022252
AON	0001808065
CMCSA	0001166691
CDCO	0001179484
CMA	0000028412
CBSH	0000022356
C	0000831001
CMC	0000022444
CTIG	0000355627
JCS	0000022701
CAR	0000723612
3CMUC	0000022788
CHCR	0000022872
CA	0000356028
DXC	0001688568
CTG	0000023111
CMTL	0000023197
CAG	0000023217
UMAX	0001517709
RAVE	0000718332
SSTK	0001549346
LGZ	0001286139
NU1	0000023426
CTWS	0000276209
CNLG	0000023503
TCI	0000733590
ED	0001047862
CNW	0000023675
BH	0001726173
CTO	0000023795
CMS	0000811156
NVLD	0001543664
CUO	0000024104
CLR	0000732834
CBE	0001141982
CTB	0000024491
COO	0000711404
TAP	0000024545
ICMC.1
CBYDF
GLW	0000024741
CNIG	0001582244
CBDLF
CSMO	0000718096
2289B	0000025095
CRRC	0000025212
CUZ	0000025232
CBRL	0001067294
CR	0000025445
CRD.A	0000025475
AGC1	0000025598
OMF	0001584207
CRED.1	0000277924
CHMT	0001091862
ATX	0000025793
CCK	0001219601
CRWS	0000025895
CUB	0000026076
CFR	0000039263
CULP	0000723603
CMI	0000026172
CW	0000026324
GTBP	0000109657
DST	0000714603
WEN	0000030697
DAN	0000026780
DHR	0000313616
DAIO	0000351998
DRAM.1
7183B	0000277638
DWSN	0000799165
DXR	0000027367
TGT	0000027419
AES5	0000787250
7413B	0000028262
VIEWF	0001519380
DE	0000315189
DE1	0000027673
DGTC	0000027748
DVLN	0000215639
DAL	0000027904
DGAS	0000277375
DLX	0000027996
DTRX	0000028372
DTE	0000936340
ATGE	0000730464
DEWY	0000028561
PYX	0000939930
DBD	0000028823
NSYS	0000722313
DDS	0000028917
DIOD	0000029002
DNEX	0000708850
DION	0000029006
DIS	0001744489
DXYN	0000029332
DG	0000029534
WFSTF	0001299951
D	0000715957
DCI	0000029644
RRD	0000029669
DMLP	0001172358
WNEA	0000351809
ESCRQ	0000029834
DOV	0000029905
DD	0001666700
OMC	0000029989
ASNA	0001498301
DD.2	0000030554
ALCSQ	0000030302
DCO	0000030305
DUK	0001326160
DNB	0001115222
FLS	0000030625
DY	0000067215
DYNT	0000720875
DRCO.	0000030822
COBR	0000030828
DYSL	0000030831
PKI	0000031791
MTWD.1
STS	0000350846
EML	0000031107
EGP	0000049600
KODK	0000031235
ETN	0001551182
EV	0000350797
ECL	0000031462
EDUC	0000031667
EE	0000031978
EP	0001066107
ELN	0000737572
ELRC	0000032166
ESIO	0000726514
ELSE	0000351789
ELMG	0000032198
ETCIA	0000773547
ELRNF	0000315126
EMR	0000032604
MSN	0000032621
EDE	0000032689
ELX	0000350917
SORL	0000714284
EGN	0000277595
ENERQ	0000032878
WFTLF	0001603923
ATO	0000731802
MARA	0001507605
EBF	0000033002
ENZN	0000727510
VKSC	0000033073
ETCC	0000033113
ENZ	0000316253
EFX	0000033185
EQT	0000033213
ERIC	0000717826
ESCA	0000033488
ESP	0000033533
ESL	0000033619
NEU	0001282637
ESCC	0000276283
EXAR	0000753568
KINS	0000033992
EXPD	0000746515
BOOM	0000034067
IIIN	0000764401
XOM	0000034088
FMC	0000037785
NEE	0000753308
JAS	0000034151
PRRE	0001537118
HAIR.1	0001455380
FDO	0000034408
FARM	0000034563
FDX	0001048911
RUSMF	0000903657
FDML	0001419581
FNMA	0000310522
FRT	0000034903
COLE	0001425923
FSCR	0000034908
FSS	0000277509
M	0000794367
FOE	0000035214
CLBS	0000320017
FITB	0000035527
SGK	0000719164
IDC	0001498720
FINGF
RF	0001281761
FMER	0000354869
HPAC	0001519817
TRMK	0000036146
FCNCA	0000798941
FCIC	0000730669
MTB	0000036270
FHRT	0000036369
USB	0000036104
FHN	0000036966
FUR	0000037008
BDL	0000012040
MALJF
FLXS	0000037472
FPL1	0000037634
DUK9	0000037637
FLOW.1	0000713002
FLO	0001128928
FLR	0001124198
FONR	0000355019
F	0000037996
F1	0000038009
FCE.A	0001647509
FRX	0000038074
FST
PVEN	0001506522
FSTR	0000352825
FWLT	0001130385
FELE	0000038725
BEN	0000038777
FRWL	0000038824
FEIM	0000039020
FRD	0000039092
FRS	0000039047
FFEX	0000039273
FUJIY	0000800365
FUL	0000039368
GK	0000039648
GATX	0000040211
AJG	0000354190
TGNA	0000039899
GPS	0000039911
AJRD	0000040888
GNDIF
GAM	0000040417
MCLN	0000040528
GD	0000040533
GE	0000040545
GE1	0000040554
JOB	0000040570
GIS	0000040704
ALLY	0000040729
GM	0001467858
SPXC	0000088205
GCO	0000018498
GNTX	0000355811
GPC	0000040987
SO2	0000041091
GRB	0000041133
GTY	0001052752
GIGA	0000719274
GLT	0000041719
GSK	0001131399
WSRC	0000042050
GDRZF	0001072725
GLDC	0000042228
WTMK	0000042284
GV	0000042316
GR	0000042542
GT	0000042582
GRC	0000042682
KYTH	0001436304
6283B	0001498542
GRA	0001045309
GGG	0000042888
GHM	0000716314
GWW	0000277135
GTN	0000043196
1737B	0000205402
6284B	0001490626
HEN.UN
JFTSF
GAPTQ	0000043300
GNI	0000043410
PXFG	0000026820
ALSE	0000094784
GEF	0000043920
MGI	0001273931
GRBEQ	0000216039
GLF	0001030749
SO3	0000044545
ETR7	0000044570
GYRO	0001589061
HEIIQ	0000351298
HMG	0000311817
HAL	0000045012
HWG	0000355766
JHS	0000759866
HDLM	0000314727
HKNI	0000313478
AXRX	0000045621
LHX	0000202058
HSC	0000045876
HAS	0000046080
AMOT	0000046129
HVT	0000216085
HE1	0000046207
HE	0000354707
HWKN	0000046250
HCSG	0000731012
WELL	0000766704
STRL	0000874238
HL	0000719413
HEI	0000046619
KHC	0001637459
HELE	0000916789
HP	0000046765
HMENF	0001500424
HRLY	0000047035
HSY	0000047111
HTZ	0001657853
HPQ	0000047217
HXL	0000717605
CRAWA	0000047307
HRC	0000047518
HLT	0001585689
HTHIY	0000047710
HFC	0000048039
PNK	0001656239
HD	0000354950
HOFD	0000833795
HNI	0000048287
HMC	0000715153
HPHWQ	0000741815
HRL	0000048465
HOT	0000316206
HBC1	0000354964
CNP	0001130310
HOV	0000357294
UBA	0001029800
HUBB	0000048898
HBAYF	0001563377
JBHT	0000728535
HBAN	0000049196
HURC	0000315374
HTCH	0000772897
HBP	0001093082
4300A	0000049448
HYDI	0000704432
IEC	0000049728
LPHIQ	0000049534
BBX	0000315858
ITT	0000216228
RYN	0000052827
IDA	0001057877
ITW	0000049826
TLGT	0000352998
IPII	0000049930
IMMU	0000722830
IMO	0000049938
AEP2	0000050172
VVC	0001096385
IEHC	0000050292
TT	0001466258
RYI	0001481582
WGEI	0000726037
AEGN	0000353020
GFF	0000050725
INTE.	0000110640
IDTI	0000703361
INTC	0000050863
INS	0000320340
INRD	0000719494
ICB	0000093284
FBNIQ	0000050957
ITDN	0000051011
TILE	0000715787
PSWS	0000764839
IBM	0000051143
IFF	0000051253
NAV	0000808450
AIG1	0000714311
IGT.1	0000353944
IDCC	0001405495
IP	0000051434
IRF	0000316793
IRIS	0000319240
ISHCQ	0000278041
ISCA	0000051548
ITSI	0000354813
INPHQ	0000728249
ENB	0000895728
IPG	0000051644
IVC	0000742112
MLKNA	0000225501
AES4	0000728391
ISCIQ	0000357108
ISRL	0000719209
AXE	0000052795
EPHC	0000351903
JCLY	0000052969
J	0000052988
EME	0000105634
SRL	0000016859
LUK2	0001084580
SSCC	0000094610
GPU3	0000053456
NWBA	0000053500
JNJ	0000200406
JCI	0000833444
CDGD	0000712757
KLAC	0000319201
SHLDQ	0001310067
ANTP	0000724267
KMI	0001506307
PNRG	0000056868
KVPHQ	0000057055
KAMN	0000054381
FRM	0000054441
KCLI	0000054473
GXP	0001143068
KSU	0000054480
EVRG	0001711269
APO3	0000919628
KATYQ	0000054681
KDN	0000740694
KEI	0000054991
K	0000055067
KELYA	0000055135
KENS	0000055234
KMT	0000055242
IHRC	0000055362
AEP4	0000055373
KEQU	0000055529
KTCC	0000719733
KYC.	0000006125
KYCN	0000055604
KBAL	0000055772
KMB	0000055785
KEX	0000056047
KMTUY	0000056594
KOSS	0000056701
KRSL	0000056806
KR	0000056873
KUBTY	0000109821
KLIC	0000056978
KYOCY	0000057083
LRTR	0000721765
LYTS	0000763532
LXU	0000060714
LSI.1	0000703360
XCRA	0000357020
LB.1	0000057139
LZB	0000057131
SR	0001126956
LRCX	0000707549
LANC	0000057515
LNCE	0000057528
PCGR	0000725460
PHMD.1
LAWS	0000703604
LEE	0000058361
LEG	0000058492
LM	0000704051
FOURQ	0000058592
LEN	0000920760
LEFUF
LCAR	0000058822
JEF	0000096223
STSC	0001368761
COBO
FGMGQ	0000312065
LLY	0000059478
LB	0000701985
LECO	0000059527
LNC	0000059558
KATE	0000352363
LBLCF	0001081862
LMT	0000936468
L	0000060086
RRC	0000315852
FACO	0001017907
LPX	0000060519
ETR2	0001348952
LOW	0000060667
LZ	0000060751
LUB	0000016099
LUFK	0000060849
CYBI	0000060876
LDL	0000060977
LGL	0000061004
MDC	0000773141
MDU	0000067716
MAXX	0000063814
MTSC	0000068709
PALDF	0000887701
MGEE	0001161728
MPET
MGA	0000749098
MKTAY	0000202467
3MAMM
MTW	0000061986
ENVE	0000766561
MRO	0000101778
MCS	0000062234
MARPS	0000062362
HST	0001070750
MMC	0000062709
MI.1	0001399315
MAS	0000062996
CCUR	0000749038
IMUN	0001559356
3MKEY	0000743250
VPF	0000085608
MASC	0000755003
PCRFY	0000063271
MAT	0000063276
MLP	0000063330
MXWL	0000319815
MAYS	0000054187
MKC	0000063754
MDRIQ	0000708819
MCD	0000063908
MGRC	0000752714
SPGI	0000064040
MCK	0000927653
MCRAA	0000729284
MKTY	0000064463
GENC	0000064472
MHS	0001170650
INVI	0000719152
MEG.1
MDCI	0000748270
MDT	0001613103
PSSR	0000225628
CVS	0000064803
SVMT	0000064647
MENT	0000701811
MRK	0000310158
MDP	0000065011
BAC2	0000065100
MLAB	0000724004
MTR	0000313364
MSB	0000065172
MPR	0000065201
MEI	0000065270
EVI	0000065312
UCAP	0000065358
GPU1	0000065350
MXC	0000066418
SIEB	0000065596
MIK	0001593936
MCRS	0000320345
MU	0000723125
MPAD	0000065759
MSCC	0000310568
MFCO	0000716688
ETR6	0000202584
ETR	0000065984
MSEX	0000066004
MKRS	0000317340
MLHR	0000066382
MLLS	0000066388
MSA	0000066570
EXCE	0000316300
MMM	0000066740
ALE	0000066756
MSWP	0001067419
ETR4	0000066901
SO4	0000066904
3ZARLF	0000352435
MITSY	0000067099
MOCO	0000067279
MOD	0000067347
GIVE
MOLX	0000067472
MCPIQ	0001489137
MCEM	0000067517
MNR	0000067625
QDEL	0000353569
AYE1	0000067646
MTS	0000067813
MOG.A	0000067887
RT	0000068270
MRFD	0000068145
VERA	0000747605
MSI	0000068505
STR2	0000764044
STR1	0000068589
MUR	0000717423
INTG	0000069422
MYE	0000069488
MYL	0001623613
BAC	0000070858
NCR	0000070866
NIPNY	0000072127
NL	0000072162
NRTI	0000072170
BMRA	0000073290
NANO
NSSC	0000069633
NAFC	0000069671
MRNA.1
NATH	0000069733
NFG	0000070145
NHC	0001047335
THC	0000070318
GPX	0000070415
0738B	0001548621
NPK	0000080172
PRSRD	0001743500
7252B	0000070502
HLNFF
NSM.2	0000070530
NTSC	0000110536
0170A	0000070793
NATR	0000275053
NVE	0000741508
CRMZ	0000315958
NJR	0000356309
ETR3	0000071508
NUVR	0000071557
NYT	0000071691
NWL	0000814453
NEM	0001164727
NR	0000071829
NEWP	0000225263
GAS.2	0000072020
NKE	0000320187
NTTYY	0000769594
NOBH	0000072205
NBL	0000072207
NROM	0000709005
NRDSQ	0000072316
NDSN	0000072331
JWN	0000072333
NSC	0000702165
NABI.1
NC	0000789933
MOV	0000072573
NRT	0000072633
PGL2	0000110101
ES	0000072741
GAS1	0000110104
NI	0001111711
XEL	0000072903
XEL1	0000072909
NRTLQ	0000072911
NTRS	0000073124
NXG	0000072931
NOC	0001133421
TEX	0000097216
NWN	0001733998
WMB2	0000110019
BVII	0000073048
NWE	0000073088
WFC	0000072971
NVO	0000353278
NUE	0000073309
SUR	0001044566
HZHI	0000073779
OPST	0000074688
NEWT	0001587987
OXY	0000797468
OCENY	0000753058
OBCI	0000350737
OII	0000073756
ITI	0000350868
BRSWQ	0000073887
FE	0001031296
ZZ	0000748015
AEP5	0000073986
ODC	0000074046
OGE	0001021635
OLN	0000074303
OCR	0000353230
OSI.3	0000705406
OLP	0000712770
OKE	0001039684
ORBK	0000749037
ED2	0000074778
ORBT	0000074818
BPET.1	0001470022
OTTR	0001466593
OSG	0000075208
OMI	0000075252
OC	0001370946
OI	0000812074
OXM	0000075288
PFIN	0000075340
PHH	0000077776
PNC	0000713676
PPG	0000079879
PCAR	0000075362
PCG	0001004980
UWN	0000277058
SRE	0001032208
MEC2	0000075594
PLL.1	0000075829
SMM	0001534293
PEL1	0000076063
7259B	0001559149
PAR	0000708821
PDI	0001510599
PARF	0000076149
PKE	0000076267
PKOH	0000076282
ECORF
PKDC	0000076321
PH	0000076334
PKY.1	0000729237
RCVA.1
PATK	0000076605
GDP	0000943861
PAYX	0000723531
PMFG	0001422862
AFG	0001042046
PVAC	0000077159
JCP	0001166126
FE4	0000077227
PPL	0000922224
PEI	0000077281
PNR	0000077360
PGL3	0000077388
PBY.1	0000077449
PEP	0000077476
TPC	0000077543
PBT	0000319654
PDCE	0000077877
PHIKQ	0000350403
PFE	0000078003
EXC	0001109357
WTRG	0000078128
MO	0000764180
PHI	0000078150
PHG	0000313216
COP	0001163165
PVH	0000078239
DUK1	0000078460
PIRRQ	0000278130
SENEA	0000088948
AGYS	0000078749
PIPR	0001230245
PBI	0000078814
PW	0001532619
2638B	0000216877
PLT	0000914025
KGC	0000701818
IPDN	0001546296
POLXF	0000317158
PCH	0001338749
POM	0001135971
POWL	0000080420
PWCDF	0000801166
PPD.1	0000311657
PCP	0000079958
PDNLB	0000731245
PG	0000080424
ASN	0001555218
PL	0000355429
NU4	0000315256
PNM	0001108426
SCG2	0000081025
AEP12	0000081027
PEG	0000788784
PUSH	0000081061
5495B	0001085392
PHM	0000822416
PGAI	0000081157
PCYO	0000276720
AGX	0000100591
PDO
KWR	0000081362
NXGN	0000708818
ASYS	0000720500
QMCO	0000709283
QBCRF	0000081465
STR	0000751652
RCMT	0000700841
RJF	0000720005
RES	0000742278
RPM	0000110621
USLM	0000082020
RAVN	0000082166
RTN	0001047122
IHT	0000082473
RBC	0000082811
RGS	0000716643
RTMAF
RLBY.1
HBC2	0000083246
AN	0000350698
REXI	0000083402
RELL	0000355948
RICOY	0000723303
DSVTF	0001327646
RSKIA	0000084112
RAD	0000084129
RGCO	0001069533
RBN	0000084290
ROK	0001024478
RCI	0000733099
ROG	0000084748
ROL	0000084839
SURW	0001571508
ROST	0000745732
RSE	0001528558
RDC	0000085408
RGLD	0000085535
HTSI	0000085704
KIDBQ	0000739878
R	0000085961
RYL	0000085974
SEIC	0000350894
PGNT	0000090045
SJW	0000766829
SLI	0000089270
PVCT	0000315545
SBR	0000710752
SFE	0000086115
SWY	0000086144
ARHN	0000812482
STJ	0000203077
SJT	0000319655
HSH	0000023666
SCG	0000754737
SLB	0000087347
SCHL	0000866729
SHLM	0000087565
LTTC	0000350644
SCND	0000087802
3SCRD	0000087817
SCIXF	0000315816
SLGD	0000088000
SEB	0000088121
APPS	0000317788
LPTC	0000110027
SEE	0001012100
IIN	0000088790
SMTC	0000088941
SKCO	0000089041
SCI	0000089089
5946B	0001052045
SVT	0000089140
SAWLF	0001196733
SHEN	0000354963
SHW	0000089800
SRP1	0000090144
JDOGQ	0001086411
SIF	0000090168
SIAL	0000090185
SYMM	0000082628
MUX	0000314203
PVSP	0000090721
SKY.1
AOS	0000091142
0173A	0000091388
SJM	0000091419
SNA	0000091440
KEY	0000091576
SOFT	0000354260
SODI	0000091668
SNSTA	0000091741
SON	0000091767
SNE	0000313838
SCG1	0000091882
SJI	0000091928
PESXQ	0000320575
EIX	0000827052
SRE2	0000092108
AWR	0001056903
SO	0000092122
SNT1	0000092232
SUG	0000203248
LUV	0000092380
SWX	0001692115
T	0000732717
AEP13	0000092487
SWN	0000007332
NCE2	0000092521
SPAN	0000718924
SPAR	0000743238
SEH	0000077597
SPA	0000092679
SPEC.2	0000092769
SPIR	0000731657
STAA	0000718937
SMSC	0000093384
SMP	0000093389
CAA	0000878560
SRCTQ	0000093456
SXI	0000310354
SWK	0000093556
NDDG	0001526183
SCX	0000093676
STT	0000093751
SCL	0000094049
STL.2	0000093451
PREIF	0001577583
STC	0000094344
PSA	0001393311
SYK	0000310764
NAVI	0001593538
RGR	0000095029
SMFG	0001022837
SUN.1	0000095304
STI	0000750556
SVU	0000095521
SUP	0000095552
SGC	0000095574
SUPX	0000730000
STRN	0000728331
SNKI	0000095779
SBOW	0000351817
GROV	0001484931
TPHS	0000724742
SYNL	0000095953
SYY	0000096021
TTDKY	0000203383
TE	0000350563
TELOZ	0000097148
TIII	0000277928
TNRK	0000723615
TRR	0000103096
TSRI	0000098338
TE1	0000096271
RSHCQ	0000096289
ETUB	0001541133
HZUVF
HUT.1
TSTY	0000096412
TAYD	0000096536
TISI	0000318833
TCCO	0000096699
PULS.1	0000096763
SSY	0000096793
TECK	0000886986
TECU	0000096831
TRC	0000096869
ATI	0001018963
TFX	0000096943
TDS	0001051512
TLAB	0000317771
TIN	0000731939
TNC	0000097134
TEN	0001024725
3015A	0001376986
AMIC	0000097196
TER	0000097210
ANDV	0000050104
VIVXF
ALFA
BEES	0001432139
ETAH	0001437822
TZZ.
UAL2	0000319687
TXI	0000097472
TXN	0000097476
PNM2	0000022767
TPL	0000097517
0033A	0001023291
0032A	0001445049
TVOC	0000315261
TXT	0000217346
TMO	0000097745
TDYT	0000351902
TNB	0000097854
THO	0000730263
THOR.1	0000350907
TIRTZ	0000276077
TDW	0000098222
SIX	0000701374
GURU
TKR	0000098362
TOFB	0000730349
FE3	0000352049
TR	0000098677
GL	0000320335
TRGL	0000098720
TTC	0000737758
TTLO	0000098752
TOSYY	0000098573
TPRP	0000098827
TSS	0000721683
1231B	0001005414
IWAT	0001221910
TNLX	0000099106
TRP	0001232384
USOO	0000351498
E1	0000099250
TRNS	0000099302
TRNT	0000099313
BZC	0000099359
TRCO	0000726513
ELXS	0000712843
TMED	0000357001
TRN	0000099780
TRT	0000732026
UNS	0000941138
AVST	0001537133
VNRX	0000093314
TWIN	0000100378
0120A	0000031704
TYC	0001608109
TYL	0000860731
BTGI	0000317889
TSN	0000100493
UAL	0000100517
UGI	0000884614
URS	0000102379
USG	0000757011
8116B	0000316911
UNAM	0000100716
UFI	0000100726
UNF	0000717954
UL.1	0000217410
UN	0000110390
UNUL.CM
DOW2	0000100790
AEE	0001002910
SE2
DUK7	0000100858
BNPC
UNP	0000100885
GFOO	0001510518
UNT	0000798949
CQB	0000101063
UDR	0000074208
UG	0000101295
UNH	0000731766
UIL	0001082510
UMBF	0000101382
UMH	0000752642
UPS	0001090727
UAMY	0000101538
USEG	0000101594
ESND	0000355999
COWP	0000101821
RTX	0000101829
S	0000101830
SGMS	0000750004
DLOV	0000746967
UTL	0000755001
SXT	0000310142
UVV	0000102037
UUU	0000102109
UHS	0000352915
CTTC	0000102198
UTMD	0000706698
VFC	0000103379
VSEC	0000102752
SWHI.	0000102588
VMI	0000102729
VAL.1	0000102741
VALU	0000717720
VAR	0000203527
VECO	0000103145
7621B	0000103274
MNHN	0001387632
VCON	0000310056
VIDE	0000758743
VLGEA	0000103595
VIRC	0000751365
D1	0000103682
VSH	0000103730
VOLT	0000103872
VLVLY	0000753762
VNO	0000899689
VMC	0001396009
WDFC	0000105132
FTO	0000110430
WJXFF
WMT	0000104169
WBA	0001618921
XBTCQ	0001393631
COVR	0000737300
ALTV	0000104777
WGL	0001103601
GHC	0000104889
WRE	0000104894
WSCI	0000104897
AVA	0000104918
WSO	0000105016
WPP.2	0000105076
WRI	0000828916
WMK	0000105418
AGNUQ	0000105608
WSC.2	0000105729
GBR	0000105744
WST	0000105770
AEP14	0000105860
WDC	0000106040
NU3	0000106170
CHJI	0000029952
WLBAQ	0000106455
WNGRF
MWV	0001159297
WWON
WEYS	0000106532
WY	0000106535
HNH	0000106618
WHR	0000106640
WTNY	0000106926
JW.A	0000107140
WMB	0000107263
WMS.1	0000350077
WSM	0000719955
WL	0000872821
WLSE	0000107454
WINN	0000107681
WGO	0000107687
JAX	0001617227
WEC	0000783325
LNT	0000352541
WEC3	0000916863
WWW	0000110471
WWD	0000108312
FL	0000850209
WOR	0000108516
IFABF
XRX	0001770450
KEGX	0000318996
YRCW	0000716006
YORW	0000108985
ZLC	0000109156
SPB	0000109177
TJX	0000109198
ZGCO	0000109312
ZION	0000109380
ZIGO	0000730716
FLUX	0001083743
FNCX	0000725876
OSK	0000775158
WTM	0000776867
YYY
TSRE	0001299901
UCBB	0001516079
QLYS	0001107843
PENX	0000739608
SKFRY	0000777504
SNDTF	0000753050
ALEX	0001545654
SF	0000720672
PTOP	0001421981
MCCHF
OVV	0001792580
SRSCQ	0001550910
LCII	0000763744
CASM	0000764579
JKHY	0000779152
GLCH	0000782842
ASB	0000007789
NMIH	0001547903
TFC	0000092230
VLY	0000714310
ARKR	0000779544
BXG	0000778946
6870B	0000805275
PPCB	0001517681
MYHI.1
USMI
EMCD
SPHY
FMBI	0000702325
CWNM.1
AEPI	0000785787
AITA	0001527675
DPAC	0000784770
NOVL	0000758004
BLUD1	0000736822
HZNM	0001526726
HECO
ATG	0001551437
NGVC	0001547459
APC	0000773910
NE	0001458891
ACUR	0000786947
CAWW	0000721447
TUES	0000878726
MLF.UN
BHY.UN
TOF.UN
ELA.UN
RMCF	0001616262
UCIA	0000737561
EMLP
HREIF
TTY.UN
RWFC	0001455768
MEIL	0001436549
ARPI	0001548981
I	0001525773
EUFX
INXB
MJTV	0001543272
SDOG
RBB	0001499422
SIHXF
EMC	0000790070
ALRN.1	0000774517
BYI	0000002491
LAND	0001495240
ALTX	0000775057
MTOX	0000739944
ELA	0000701719
MRTI	0000748580
BIG	0000768835
MS	0000895421
TROW	0001113169
NNN	0000751364
MSFT	0000789019
ORCL	0001341439
0139A	0000789388
COTY	0001024305
3ADIE	0000778705
TECD	0000790703
RGEN	0000730272
